line_text,category,style,context,stage,target_gender,source_type,quality_score,success_rate,has_emoji,has_question,has_compliment
"Nimeku-save as series, because you're sum of wonderful moments.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be sequence, bado nita-converge to you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta convergence, ningeku-converge to affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame divergence - unanifanya spread my love.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as gradient, because you're direction of my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-curl, uta-rotate my affection?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be divergence theorem, bado nita-integrate with you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta Stokes, ningeku-Stokes theorem of love.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame Green - unanifanya relate line and surface integrals.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as fundamental theorem, because you're fundamental to my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-chain rule, because you're composition of perfection.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kame Kenyan theorem - proven na beautiful.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as proof, because you're evidence of perfection.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be lemma, bado nita-theorem with you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta corollary, ningeku-corollary of affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame axiom - unanifanya assume perfection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as postulate, because you're assumed beautiful.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-definition, uta-define perfection?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be definition, bado nita-define with love.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta notation, ningeku-notation of affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame symbol - unanifanya represent perfection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as expression, because you're expression of beauty.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-equation, because you balance my life.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kame Kenyan equation - balanced na beautiful.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as solution, because you're answer to my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be root, bado nita-solve for you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta zero, ningeku-zero of my affection function.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame pole - unanifanya singularity of beauty.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as residue, because you're what remains in my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-contour, uta-integrate around my heart?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be path, bado nita-line integral with you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta surface, ningeku-surface integral of affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame volume - unanifanya triple integral love.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as multiple integral, because you're multidimensional in my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-change variables, but why change perfection?",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kame Kenyan integral - precise na beautiful.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as antiderivative, because you're primitive of my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be indefinite, bado nita-definite with you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta definite, ningeku-definite integral of affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame improper - unanifanya infinite perfection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as convergent, because you converge to my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-divergent, uta-diverge from others?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be series, bado nita-sum with you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta sum, ningeku-sum of my affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame product - unanifanya multiply my love.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as limit, because you're approach to perfection.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-continuous, because you're always in my thoughts.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kame Kenyan function - continuous na beautiful.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as differentiable, because you're smooth in my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be analytic, bado nita-expand with you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta Taylor, ningeku-Taylor series of affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame Fourier - unanifanya decompose into frequencies of love.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as transform, because you transform my life.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-Laplace, uta-transform my affection?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be Z-transform, bado nita-discrete with you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta wavelet, ningeku-wavelet transform of love.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame convolution - unanifanya combine with my heart.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as correlation, because you correlate with my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-autocorrelation, but you're already self-similar perfection.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kame Kenyan transform - beautiful na useful.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as inverse, because you're reverse of my sadness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be identity, bado nita-transform with you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta kernel, ningeku-kernel of affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame image - unanifanya picture of perfection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as range, because you're output of my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-domain, uta-be input to my affection?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be codomain, bado nita-map to you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta homomorphism, ningeku-homomorphism of love.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame isomorphism - unanifanya isomorphic perfection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as automorphism, because you're self-isomorphism of beauty.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-endomorphism, because you're endo to my heart.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kame Kenyan morphism - structured na beautiful.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as category, because you're object of my affection.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be functor, bado nita-map categories with you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta natural transformation, ningeku-natural perfection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame adjunction - unanifanya adjoint perfection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as monad, because you're monadic in my life.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-comonad, uta-be co-monadic with me?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be algebra, bado nita-coalgebra with you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta coalgebra, ningeku-coalgebra of affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame bialgebra - unanifanya both algebra and coalgebra.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as Hopf algebra, because you're Hopf to my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-group, because you're group of perfection.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kame Kenyan algebra - structured na beautiful.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as ring, because you're ring of my affection.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be field, bado nita-vector space over you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta module, ningeku-module over my heart.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame vector space - unanifanya space my affection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as basis, because you're basis of my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-dimension, uta-be dimension of my heart?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be subspace, bado nita-space with you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta span, ningeku-span of my affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame linear combination - unanifanya combine perfectly.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as inner product, because you're dot with my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-norm, because you're measure of perfection.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kame Kenyan norm - well-defined na beautiful.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as metric, because you're distance to my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be topology, bado nita-open set with you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta open set, ningeku-open set in my heart.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame closed set - unanifanya contain limit points.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as compact, because you're compact in my thoughts.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-connected, uta-be connected to my heart?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be path-connected, bado nita-path to you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta simply connected, ningeku-simply connected affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame manifold - unanifanya smooth perfection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as chart, because you're local coordinates of my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-atlas, because you're collection of beautiful charts.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kame Kenyan manifold - smooth na beautiful.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as tangent space, because you're tangent to my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be cotangent, bado nita-tangent with you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta vector field, ningeku-vector field of affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame differential form - unanifanya form my love.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as exterior derivative, because you're derivative of my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-integrate form, uta-integrate with my heart?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be Stokes, bado nita-integrate with you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta de Rham, ningeku-de Rham cohomology of love.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame cohomology - unanifanya measure holes in my heart.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as homology, because you're homology of my affection.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-exact sequence, because you're exact in my life.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kame Kenyan cohomology - beautiful na structured.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as spectral sequence, because you're spectral in my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be sheaf, bado nita-presheaf with you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta scheme, ningeku-scheme of affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame variety - unanifanya algebraic perfection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as ideal, because you're ideal in my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-prime, uta-be prime in my life?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be maximal, bado nita-ideal with you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta Noetherian, ningeku-Noetherian ring of love.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame Artinian - unanifanya Artinian perfection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as module, because you're module over my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-tensor, because you're tensor product of perfection.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kame Kenyan algebra - beautiful na structured.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as Lie algebra, because you're Lie to my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
